C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_13_948.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_13_948.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_13_948.jpg, 0, 0, 0, 7.839982E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_14_054.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_14_054.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_14_054.jpg, 0, 0, 0, 7.80241E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_14_156.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_14_156.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_14_156.jpg, 0, 0, 0, 7.867903E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_14_256.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_14_256.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_14_256.jpg, 0, 0, 0, 8.18425E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_14_361.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_14_361.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_14_361.jpg, 0, 0, 0, 7.829777E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_14_462.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_14_462.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_14_462.jpg, 0, 0, 0, 7.903398E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_14_568.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_14_568.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_14_568.jpg, 0, 0, 0, 7.797319E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_14_674.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_14_674.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_14_674.jpg, 0, 0, 0, 7.870894E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_14_778.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_14_778.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_14_778.jpg, 0, 0, 0, 7.82994E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_14_878.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_14_878.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_14_878.jpg, 0, 0, 0, 7.897188E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_14_979.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_14_979.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_14_979.jpg, 0, 0, 0, 7.908375E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_15_082.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_15_082.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_15_082.jpg, 0, 0, 0, 7.798729E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_15_184.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_15_184.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_15_184.jpg, 0, 0, 0, 7.854287E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_15_298.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_15_298.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_15_298.jpg, 0, 0, 0, 7.997215E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_15_404.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_15_404.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_15_404.jpg, 0, 0, 0, 7.758497E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_15_509.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_15_509.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_15_509.jpg, 0, 0, 0, 7.808753E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_15_614.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_15_614.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_15_614.jpg, 0, 0, 0, 7.804718E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_15_715.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_15_715.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_15_715.jpg, 0, 0, 0, 7.769393E-05
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_15_820.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_15_820.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_15_820.jpg, 0, 0.0541644, 0, 0.0150794
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_15_925.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_15_925.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_15_925.jpg, 0, 0.3384687, 0, 0.2685058
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_16_027.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_16_027.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_16_027.jpg, 0, 0.6471816, 0, 0.8980491
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_16_134.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_16_134.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_16_134.jpg, -0.2485509, 0.9927399, 0, 2.112664
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_16_235.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_16_235.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_16_235.jpg, -0.5520138, 1, 0, 3.246595
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_16_336.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_16_336.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_16_336.jpg, -0.8564817, 1, 0, 4.361932
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_16_444.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_16_444.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_16_444.jpg, -0.9062314, 1, 0, 5.450478
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_16_551.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_16_551.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_16_551.jpg, -0.6034247, 1, 0, 6.612895
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_16_654.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_16_654.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_16_654.jpg, -0.2472757, 1, 0, 7.993837
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_16_756.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_16_756.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_16_756.jpg, 0, 1, 0, 9.111301
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_16_861.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_16_861.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_16_861.jpg, 0, 1, 0, 10.22534
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_16_962.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_16_962.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_16_962.jpg, 0, 1, 0, 11.33031
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_17_066.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_17_066.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_17_066.jpg, -0.0287025, 1, 0, 12.46228
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_17_167.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_17_167.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_17_167.jpg, -0.331593, 1, 0, 13.40847
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_17_276.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_17_276.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_17_276.jpg, -0.03119552, 1, 0, 14.66056
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_17_376.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_17_376.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_17_376.jpg, 0, 1, 0, 15.90998
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_17_483.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_17_483.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_17_483.jpg, 0, 1, 0, 16.73221
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_17_587.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_17_587.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_17_587.jpg, 0, 1, 0, 17.98441
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_17_697.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_17_697.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_17_697.jpg, -0.3295191, 1, 0, 19.14954
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_17_801.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_17_801.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_17_801.jpg, -0.4608399, 1, 0, 19.9045
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_17_906.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_17_906.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_17_906.jpg, -0.1734858, 1, 0, 21.01397
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_18_012.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_18_012.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_18_012.jpg, 0, 1, 0, 21.92739
C:\Users\sravan\Desktop\Data\IMG\center_2024_02_02_17_46_18_115.jpg, C:\Users\sravan\Desktop\Data\IMG\left_2024_02_02_17_46_18_115.jpg, C:\Users\sravan\Desktop\Data\IMG\right_2024_02_02_17_46_18_115.jpg, -0.0559953, 1, 0, 23.12309
